archivo,columna,ground_truth,detectado,CER,WER,,"NOTA: Este código se ejecuto en Visual Studio Code y tardó una duracion de 1 hora 17 minutos en procesar el data set completo, ",,,,,,,
base64decoded - 2026-01-21T155418.210.png,COL_2,7101731322,7101731322,0,0,,,,,,,,,
base64decoded - 2026-01-21T155418.210.png,COL_3,0058144081,0058144081,0,0,,,,,,,,,
base64decoded - 2026-01-21T160906.390.png,COL_1,1435252031,1435252031,0,0,,,,,,,,,
base64decoded - 2026-01-21T160906.390.png,COL_2,2130700394,2130700394,0,0,,,,,,,,,
base64decoded - 2026-01-21T160906.390.png,COL_3,0353542351,0353542351,0,0,,,,,,,,,
186.png,COL_1,9850254193,,1,1,,,,,,,,,
186.png,COL_2,2111791576,2111791576,0,0,,,,,,,,,
186.png,COL_3,6177217030,6177217030,0,0,,,,,,,,,
base64decoded - 2026-01-21T155025.559.png,COL_1,9131906303,9131906303,0,0,,,,,,,,,
base64decoded - 2026-01-21T155025.559.png,COL_2,6003623355,6003623355,0,0,,,,,,,,,
base64decoded - 2026-01-21T155025.559.png,COL_3,2059391396,2059391396,0,0,,,,,,,,,
base64decoded - 2026-01-21T162341.758.png,COL_1,7903933404,7903933404,0,0,,,,,,,,,
base64decoded - 2026-01-21T162341.758.png,COL_2,2008324458,2008324458,0,0,,,,,,,,,
base64decoded - 2026-01-21T162341.758.png,COL_3,3089685747,3089685747,0,0,,,,,,,,,
75.jpeg,COL_1,9734147135,9734147135,0,0,,,,,,,,,
75.jpeg,COL_2,4061551315,4061551315,0,0,,,,,,,,,
75.jpeg,COL_3,2650794123,2650794123,0,0,,,,,,,,,
133.png,COL_1,1358127892,1358127892,0,0,,,,,,,,,
133.png,COL_2,6164754510,6164754510,0,0,,,,,,,,,
133.png,COL_3,9680611863,9680611863,0,0,,,,,,,,,
293.png,COL_1,3518491191,3518491191,0,0,,,,,,,,,
293.png,COL_2,8141661556,8141661556,0,0,,,,,,,,,
293.png,COL_3,8476273968,8476273968,0,0,,,,,,,,,
base64decoded - 2026-01-21T154938.298.png,COL_1,6750964505,6750964505,0,0,,,,,,,,,
base64decoded - 2026-01-21T154938.298.png,COL_2,5013993575,5013993575,0,0,,,,,,,,,
base64decoded - 2026-01-21T154938.298.png,COL_3,6157359637,6157359637,0,0,,,,,,,,,
111.png,COL_1,0715315499,0715315499,0,0,,,,,,,,,
111.png,COL_2,0114794576,0114794576,0,0,,,,,,,,,
111.png,COL_3,6187619885,6187619885,0,0,,,,,,,,,
base64decoded - 2026-01-21T155006.765.png,COL_1,0858152173,,1,1,,,,,,,,,
base64decoded - 2026-01-21T155006.765.png,COL_2,6336206592,6336206592,0,0,,,,,,,,,
base64decoded - 2026-01-21T155006.765.png,COL_3,0383038660,0383038660,0,0,,,,,,,,,
99.png,COL_1,6215251118,6215251118,0,0,,,,,,,,,
99.png,COL_2,2111791578,2111791578,0,0,,,,,,,,,
99.png,COL_3,9137416926,9137416926,0,0,,,,,,,,,
307.png,COL_1,5153950152,5153950152,0,0,,,,,,,,,
307.png,COL_2,8311691545,8311691545,0,0,,,,,,,,,
307.png,COL_3,3151739245,3151739245,0,0,,,,,,,,,
base64decoded - 2026-01-21T153859.207.png,COL_1,7665723153,7665723153,0,0,,,,,,,,,
base64decoded - 2026-01-21T153859.207.png,COL_2,9601361879,,1,1,,,,,,,,,
base64decoded - 2026-01-21T153859.207.png,COL_3,3055105832,3055105832,0,0,,,,,,,,,
57.png,COL_1,5850667581,5850667581,0,0,,,,,,,,,
57.png,COL_2,7014704566,,1,1,,,,,,,,,
57.png,COL_3,2184658756,2184658756,0,0,,,,,,,,,
base64decoded (53).png,COL_1,6541970436,6541970436,0,0,,,,,,,,,
base64decoded (53).png,COL_2,1010590441,1010590441,0,0,,,,,,,,,
base64decoded (53).png,COL_3,3141884328,3141884328,0,0,,,,,,,,,
base64decoded - 2026-01-21T153827.766.png,COL_1,6005679165,6005679165,0,0,,,,,,,,,
base64decoded - 2026-01-21T153827.766.png,COL_2,4031901593,4031901593,0,0,,,,,,,,,
base64decoded - 2026-01-21T153827.766.png,COL_3,6333450532,6333450532,0,0,,,,,,,,,
base64decoded - 2026-01-21T153625.816.png,COL_1,7770726451,7770792645,0.2,1,,,,,,,,,
base64decoded - 2026-01-21T153625.816.png,COL_2,2101921752,,1,1,,,,,,,,,
base64decoded - 2026-01-21T153625.816.png,COL_3,6059128095,,1,1,,,,,,,,,
269.png,COL_1,2655947358,2655947358,0,0,,,,,,,,,
269.png,COL_2,1163753513,1163753513,0,0,,,,,,,,,
269.png,COL_3,9650315450,9650315450,0,0,,,,,,,,,
368.png,COL_1,3632650038,,1,1,,,,,,,,,
368.png,COL_2,6110290340,6110290340,0,0,,,,,,,,,
368.png,COL_3,4141848606,4141848606,0,0,,,,,,,,,
334.png,COL_1,2934072973,2934072973,0,0,,,,,,,,,
334.png,COL_2,2133203393,2133203393,0,0,,,,,,,,,
334.png,COL_3,0353342454,0353342454,0,0,,,,,,,,,
base64decoded - 2026-01-21T153723.299.png,COL_1,3831884570,3831884570,0,0,,,,,,,,,
base64decoded - 2026-01-21T153723.299.png,COL_2,1010690371,1010690371,0,0,,,,,,,,,
base64decoded - 2026-01-21T153723.299.png,COL_3,2137993876,2137993876,0,0,,,,,,,,,
base64decoded - 2026-01-21T151810.203.png,COL_1,9118794165,,1,1,,,,,,,,,
base64decoded - 2026-01-21T151810.203.png,COL_2,5161951711,,1,1,,,,,,,,,
base64decoded - 2026-01-21T151810.203.png,COL_3,6650727302,,1,1,,,,,,,,,
base64decoded - 2026-01-21T153050.584.png,COL_1,1645469384,1645469384,0,0,,,,,,,,,
base64decoded - 2026-01-21T153050.584.png,COL_2,3000560472,3000560472,0,0,,,,,,,,,
base64decoded - 2026-01-21T153050.584.png,COL_3,2035988124,2035988124,0,0,,,,,,,,,
261.png,COL_1,2541437588,2541437588,0,0,,,,,,,,,
261.png,COL_2,3011601461,3011601461,0,0,,,,,,,,,
261.png,COL_3,3154787764,3154787764,0,0,,,,,,,,,
base64decoded - 2026-01-21T153553.183.png,COL_1,3050654313,3050654313,0,0,,,,,,,,,
base64decoded - 2026-01-21T153553.183.png,COL_2,8113493570,8113493570,0,0,,,,,,,,,
base64decoded - 2026-01-21T153553.183.png,COL_3,6157373739,6157373739,0,0,,,,,,,,,
base64decoded - 2026-01-21T153002.366.png,COL_1,8850912573,8850912573,0,0,,,,,,,,,
base64decoded - 2026-01-21T153002.366.png,COL_2,1330400592,1330400592,0,0,,,,,,,,,
base64decoded - 2026-01-21T153002.366.png,COL_3,8333932676,8333932676,0,0,,,,,,,,,
357.png,COL_1,3845256000,3845256000,0,0,,,,,,,,,
357.png,COL_2,7002960472,7002960472,0,0,,,,,,,,,
357.png,COL_3,1035984513,1035984513,0,0,,,,,,,,,
198.png,COL_1,5356237153,5356237153,0,0,,,,,,,,,
198.png,COL_2,1161651516,1161651516,0,0,,,,,,,,,
198.png,COL_3,2670271400,2670271400,0,0,,,,,,,,,
base64decoded - 2026-01-21T153819.705.png,COL_1,9750703168,9750703168,0,0,,,,,,,,,
base64decoded - 2026-01-21T153819.705.png,COL_2,0041961551,0041961551,0,0,,,,,,,,,
base64decoded - 2026-01-21T153819.705.png,COL_3,2456756124,2456756124,0,0,,,,,,,,,
333.png,COL_1,7532830102,7532830102,0,0,,,,,,,,,
333.png,COL_2,7111291340,7111291340,0,0,,,,,,,,,
333.png,COL_3,0151740077,0151740077,0,0,,,,,,,,,
base64decoded - 2026-01-21T160628.337.png,COL_1,9853745059,9853745059,0,0,,,,,,,,,
base64decoded - 2026-01-21T160628.337.png,COL_2,6000330524,6000330524,0,0,,,,,,,,,
base64decoded - 2026-01-21T160628.337.png,COL_3,6058556987,6058556987,0,0,,,,,,,,,
base64decoded - 2026-01-21T163741.450.png,COL_1,7032757776,7032757776,0,0,,,,,,,,,
base64decoded - 2026-01-21T163741.450.png,COL_2,0161251319,0161251319,0,0,,,,,,,,,
base64decoded - 2026-01-21T163741.450.png,COL_3,4650743988,4650743988,0,0,,,,,,,,,
base64decoded (52).png,COL_1,3085859066,3085859066,0,0,,,,,,,,,
base64decoded (52).png,COL_2,9610760844,9610760844,0,0,,,,,,,,,
base64decoded (52).png,COL_3,5142807059,5142807059,0,0,,,,,,,,,
291.png,COL_1,3235724130,3235724130,0,0,,,,,,,,,
291.png,COL_2,3111291378,3111291378,0,0,,,,,,,,,
291.png,COL_3,0137446694,0137446694,0,0,,,,,,,,,
363.png,COL_1,4558695075,4558695075,0,0,,,,,,,,,
363.png,COL_2,7060350510,7060350510,0,0,,,,,,,,,
363.png,COL_3,2650554541,2650554541,0,0,,,,,,,,,
263.png,COL_1,0450939284,0450939284,0,0,,,,,,,,,
263.png,COL_2,6000360570,6000360570,0,0,,,,,,,,,
263.png,COL_3,8045852521,8045852521,0,0,,,,,,,,,
base64decoded (61).png,COL_1,9051899153,9051899153,0,0,,,,,,,,,
base64decoded (61).png,COL_2,6011961540,6011961540,0,0,,,,,,,,,
base64decoded (61).png,COL_3,6152750527,6152750527,0,0,,,,,,,,,
162.png,COL_1,7881575344,7881575344,0,0,,,,,,,,,
162.png,COL_2,7400730823,7400730823,0,0,,,,,,,,,
162.png,COL_3,6038969655,6038969655,0,0,,,,,,,,,
base64decoded - 2026-01-21T161415.135.jpeg,COL_1,2333270001,2333270001,0,0,,,,,,,,,
base64decoded - 2026-01-21T161415.135.jpeg,COL_2,4110700363,,1,1,,,,,,,,,
base64decoded - 2026-01-21T161415.135.jpeg,COL_3,0134943387,,1,1,,,,,,,,,
base64decoded - 2026-01-21T162350.709.jpeg,COL_1,1151780456,,1,1,,,,,,,,,
base64decoded - 2026-01-21T162350.709.jpeg,COL_2,0014994546,,1,1,,,,,,,,,
base64decoded - 2026-01-21T162350.709.jpeg,COL_3,2181656121,,1,1,,,,,,,,,
136.png,COL_1,0346537041,0346537041,0,0,,,,,,,,,
136.png,COL_2,9060650410,9060650410,0,0,,,,,,,,,
136.png,COL_3,3630985607,3630985607,0,0,,,,,,,,,
base64decoded (16).png,COL_1,0550975163,0550975163,0,0,,,,,,,,,
base64decoded (16).png,COL_2,4004934520,4004934520,0,0,,,,,,,,,
base64decoded (16).png,COL_3,6088650797,,1,1,,,,,,,,,
base64decoded - 2026-01-21T153030.089.png,COL_1,4475524838,4475524838,0,0,,,,,,,,,
base64decoded - 2026-01-21T153030.089.png,COL_2,4114994776,4114994776,0,0,,,,,,,,,
base64decoded - 2026-01-21T153030.089.png,COL_3,8187621346,8187621346,0,0,,,,,,,,,
base64decoded - 2026-01-21T151846.052.png,COL_1,6480606062,6480606062,0,0,,,,,,,,,
base64decoded - 2026-01-21T151846.052.png,COL_2,1600720851,1600720851,0,0,,,,,,,,,
base64decoded - 2026-01-21T151846.052.png,COL_3,5049802985,5049802985,0,0,,,,,,,,,
212.png,COL_1,2952813518,2952813518,0,0,,,,,,,,,
212.png,COL_2,9043463554,9043463554,0,0,,,,,,,,,
212.png,COL_3,6456357880,6456357880,0,0,,,,,,,,,
188.jpeg,COL_1,7231669030,7231669030,0,0,,,,,,,,,
188.jpeg,COL_2,2010760343,2010760343,0,0,,,,,,,,,
188.jpeg,COL_3,8142891872,8142891872,0,0,,,,,,,,,
242.png,COL_1,1172527062,1172527062,0,0,,,,,,,,,
242.png,COL_2,9160250711,9160250711,0,0,,,,,,,,,
242.png,COL_3,6630923706,6630923706,0,0,,,,,,,,,
336.png,COL_1,5584895542,5584895542,0,0,,,,,,,,,
336.png,COL_2,6600330822,6600330822,0,0,,,,,,,,,
336.png,COL_3,9238901482,9238901482,0,0,,,,,,,,,
base64decoded - 2026-01-21T155135.858.png,COL_1,3652663396,,1,1,,,,,,,,,
base64decoded - 2026-01-21T155135.858.png,COL_2,8146066555,8146066555,0,0,,,,,,,,,
base64decoded - 2026-01-21T155135.858.png,COL_3,6486016071,,1,1,,,,,,,,,
base64decoded - 2026-01-21T153412.147.png,COL_1,9574632953,9574632953,0,0,,,,,,,,,
base64decoded - 2026-01-21T153412.147.png,COL_2,0133903793,,1,1,,,,,,,,,
base64decoded - 2026-01-21T153412.147.png,COL_3,6353328591,,1,1,,,,,,,,,
base64decoded (44).png,COL_1,8558433060,8558433060,0,0,,,,,,,,,
base64decoded (44).png,COL_2,8040960552,8040960552,0,0,,,,,,,,,
base64decoded (44).png,COL_3,4436954906,4436954906,0,0,,,,,,,,,
base64decoded - 2026-01-21T160701.488.png,COL_1,1270163662,1270163662,0,0,,,,,,,,,
base64decoded - 2026-01-21T160701.488.png,COL_2,4146766752,4146766752,0,0,,,,,,,,,
base64decoded - 2026-01-21T160701.488.png,COL_3,6486020338,6486020338,0,0,,,,,,,,,
base64decoded - 2026-01-21T161434.361.jpeg,COL_1,8351805314,8351805314,0,0,,,,,,,,,
base64decoded - 2026-01-21T161434.361.jpeg,COL_2,7300230520,7300230520,0,0,,,,,,,,,
base64decoded - 2026-01-21T161434.361.jpeg,COL_3,0038931900,0038931900,0,0,,,,,,,,,
base64decoded - 2026-01-21T162332.128.jfif,COL_1,9457186402,9457186402,0,0,,,,,,,,,
base64decoded - 2026-01-21T162332.128.jfif,COL_2,3107921556,3107921556,0,0,,,,,,,,,
base64decoded - 2026-01-21T162332.128.jfif,COL_3,6079217970,6079217970,0,0,,,,,,,,,
base64decoded - 2026-01-21T161100.710.png,COL_1,9680106410,9680106410,0,0,,,,,,,,,
base64decoded - 2026-01-21T161100.710.png,COL_2,4604724858,4604724858,0,0,,,,,,,,,
base64decoded - 2026-01-21T161100.710.png,COL_3,5089607945,5089607945,0,0,,,,,,,,,
base64decoded - 2026-01-21T154604.563.png,COL_1,6758667154,6758667154,0,0,,,,,,,,,
base64decoded - 2026-01-21T154604.563.png,COL_2,5311201560,,1,1,,,,,,,,,
base64decoded - 2026-01-21T154604.563.png,COL_3,8134431348,8134431348,0,0,,,,,,,,,
177.png,COL_1,4915380103,4915380103,0,0,,,,,,,,,
177.png,COL_2,0111291341,0111291341,0,0,,,,,,,,,
177.png,COL_3,5171247964,5171247964,0,0,,,,,,,,,
base64decoded (63).png,COL_1,6352660059,6352660059,0,0,,,,,,,,,
base64decoded (63).png,COL_2,3310790542,3310790542,0,0,,,,,,,,,
base64decoded (63).png,COL_3,9131939228,9131939228,0,0,,,,,,,,,
366.png,COL_1,7730956495,7730956495,0,0,,,,,,,,,
366.png,COL_2,0100220354,0100220354,0,0,,,,,,,,,
366.png,COL_3,4049848702,4049848702,0,0,,,,,,,,,
base64decoded - 2026-01-21T163951.095.png,COL_1,2451349566,2451349566,0,0,,,,,,,,,
base64decoded - 2026-01-21T163951.095.png,COL_2,5015661541,5015661541,0,0,,,,,,,,,
base64decoded - 2026-01-21T163951.095.png,COL_3,1152159937,1152159937,0,0,,,,,,,,,
base64decoded - 2026-01-21T163815.071.png,COL_1,7455447354,7455447354,0,0,,,,,,,,,
base64decoded - 2026-01-21T163815.071.png,COL_2,7165953510,7165953510,0,0,,,,,,,,,
base64decoded - 2026-01-21T163815.071.png,COL_3,8650316468,8650316468,0,0,,,,,,,,,
344.png,COL_1,7238527403,7238527403,0,0,,,,,,,,,
344.png,COL_2,1110200360,1110200360,0,0,,,,,,,,,
344.png,COL_3,4134942045,4134942045,0,0,,,,,,,,,
base64decoded - 2026-01-21T152427.078.png,COL_1,0880655924,0880655924,0,0,,,,,,,,,
base64decoded - 2026-01-21T152427.078.png,COL_2,7403333820,7403333820,0,0,,,,,,,,,
base64decoded - 2026-01-21T152427.078.png,COL_3,1058364066,1058364066,0,0,,,,,,,,,
base64decoded (27).png,COL_1,6780747548,6780747548,0,0,,,,,,,,,
base64decoded (27).png,COL_2,8610200861,,1,1,,,,,,,,,
base64decoded (27).png,COL_3,5134900162,5134900162,0,0,,,,,,,,,
128.png,COL_1,0454797562,0454797562,0,0,,,,,,,,,
128.png,COL_2,3060350510,3060350510,0,0,,,,,,,,,
128.png,COL_3,2650559645,2650559645,0,0,,,,,,,,,
124.png,COL_1,2959260156,2959260156,0,0,,,,,,,,,
124.png,COL_2,0111791541,0111791541,0,0,,,,,,,,,
124.png,COL_3,5151776527,5151776527,0,0,,,,,,,,,
base64decoded - 2026-01-21T153544.969.png,COL_1,2381059128,2381059128,0,0,,,,,,,,,
base64decoded - 2026-01-21T153544.969.png,COL_2,9416366848,9416366848,0,0,,,,,,,,,
base64decoded - 2026-01-21T153544.969.png,COL_3,6182069687,6182069687,0,0,,,,,,,,,
base64decoded - 2026-01-21T160559.959.png,COL_1,1940222884,,1,1,,,,,,,,,
base64decoded - 2026-01-21T160559.959.png,COL_2,3036606495,3036606495,0,0,,,,,,,,,
base64decoded - 2026-01-21T160559.959.png,COL_3,1383087184,1383087184,0,0,,,,,,,,,
325.png,COL_1,6640676345,,1,1,,,,,,,,,
325.png,COL_2,7003223454,,1,1,,,,,,,,,
325.png,COL_3,3059381318,,1,1,,,,,,,,,
base64decoded - 2026-01-21T164535.581.jpg,COL_1,8541614130,8541614130,0,0,,,,,,,,,
base64decoded - 2026-01-21T164535.581.jpg,COL_2,6013391470,6013391470,0,0,,,,,,,,,
base64decoded - 2026-01-21T164535.581.jpg,COL_3,9137488778,9137488778,0,0,,,,,,,,,
361.png,COL_1,1349134121,1349134121,0,0,,,,,,,,,
361.png,COL_2,7011991471,7011991471,0,0,,,,,,,,,
361.png,COL_3,3157789459,3157789459,0,0,,,,,,,,,
base64decoded - 2026-01-21T155043.080.png,COL_1,7987362380,7987362380,0,0,,,,,,,,,
base64decoded - 2026-01-21T155043.080.png,COL_2,1633703890,1633703890,0,0,,,,,,,,,
base64decoded - 2026-01-21T155043.080.png,COL_3,3353305654,3353305654,0,0,,,,,,,,,
base64decoded - 2026-01-21T163906.783.jpeg,COL_1,3905878135,3905878135,0,0,,,,,,,,,
base64decoded - 2026-01-21T163906.783.jpeg,COL_2,4015391449,4015391449,0,0,,,,,,,,,
base64decoded - 2026-01-21T163906.783.jpeg,COL_3,7451180094,7451180094,0,0,,,,,,,,,
base64decoded - 2026-01-21T153916.154.png,COL_1,8833060125,8833060125,0,0,,,,,,,,,
base64decoded - 2026-01-21T153916.154.png,COL_2,0011691341,0011691341,0,0,,,,,,,,,
base64decoded - 2026-01-21T153916.154.png,COL_3,4151195776,4151195776,0,0,,,,,,,,,
250.png,COL_1,3771704539,3771704539,0,0,,,,,,,,,
250.png,COL_2,0110290774,0110290774,0,0,,,,,,,,,
250.png,COL_3,6157527956,6157527956,0,0,,,,,,,,,
base64decoded - 2026-01-21T163724.455.png,COL_1,5557205133,5557205133,0,0,,,,,,,,,
base64decoded - 2026-01-21T163724.455.png,COL_2,5305031521,5305031521,0,0,,,,,,,,,
base64decoded - 2026-01-21T163724.455.png,COL_3,8058739046,8058739046,0,0,,,,,,,,,
255.png,COL_1,1641365773,1641365773,0,0,,,,,,,,,
255.png,COL_2,3000930420,3000930420,0,0,,,,,,,,,
255.png,COL_3,6058587375,6058587375,0,0,,,,,,,,,
base64decoded - 2026-01-21T164020.162.jpeg,COL_1,3450273051,3450273051,0,0,,,,,,,,,
base64decoded - 2026-01-21T164020.162.jpeg,COL_2,9144960550,,1,1,,,,,,,,,
base64decoded - 2026-01-21T164020.162.jpeg,COL_3,6446819694,6446819694,0,0,,,,,,,,,
309.png,COL_1,6358799058,6358799058,0,0,,,,,,,,,
309.png,COL_2,4110460544,4110460544,0,0,,,,,,,,,
309.png,COL_3,9152511574,9152511574,0,0,,,,,,,,,
base64decoded (33).png,COL_1,4454009815,4454009815,0,0,,,,,,,,,
base64decoded (33).png,COL_2,8306266576,8306266576,0,0,,,,,,,,,
base64decoded (33).png,COL_3,0085031387,0085031387,0,0,,,,,,,,,
base64decoded - 2026-01-21T161130.848.png,COL_1,8630375753,8630375753,0,0,,,,,,,,,
base64decoded - 2026-01-21T161130.848.png,COL_2,4100730326,4100730326,0,0,,,,,,,,,
base64decoded - 2026-01-21T161130.848.png,COL_3,4058549146,4058549146,0,0,,,,,,,,,
131.png,COL_1,8176300436,8176300436,0,0,,,,,,,,,
131.png,COL_2,0110290743,0110290743,0,0,,,,,,,,,
131.png,COL_3,0141820824,0141820824,0,0,,,,,,,,,
base64decoded (55).png,COL_1,6943752149,6943752149,0,0,,,,,,,,,
base64decoded (55).png,COL_2,1031501491,1031501491,0,0,,,,,,,,,
base64decoded (55).png,COL_3,6353189125,6353189125,0,0,,,,,,,,,
base64decoded - 2026-01-21T163915.487.jpeg,COL_1,4235431639,4235431639,0,0,,,,,,,,,
base64decoded - 2026-01-21T163915.487.jpeg,COL_2,6016696346,6016696346,0,0,,,,,,,,,
base64decoded - 2026-01-21T163915.487.jpeg,COL_3,2181091123,2181091123,0,0,,,,,,,,,
21.jfif,COL_1,6213907098,6213907098,0,0,,,,,,,,,
21.jfif,COL_2,6113313540,6113313540,0,0,,,,,,,,,
21.jfif,COL_3,9134970115,9134970115,0,0,,,,,,,,,
10.jpeg,COL_1,1586947453,1586947453,0,0,,,,,,,,,
10.jpeg,COL_2,6660150814,6660150814,0,0,,,,,,,,,
10.jpeg,COL_3,5640809133,5640809133,0,0,,,,,,,,,
65.jpeg,COL_1,6146947440,6146947440,0,0,,,,,,,,,
65.jpeg,COL_2,9064954414,9064954414,0,0,,,,,,,,,
65.jpeg,COL_3,6680685808,6680685808,0,0,,,,,,,,,
base64decoded (3).png,COL_1,3258027016,3258027016,0,0,,,,,,,,,
base64decoded (3).png,COL_2,6140460550,6140460550,0,0,,,,,,,,,
base64decoded (3).png,COL_3,5446877487,5446877487,0,0,,,,,,,,,
359.png,COL_1,6613166363,6613166363,0,0,,,,,,,,,
359.png,COL_2,8113203763,8113203763,0,0,,,,,,,,,
359.png,COL_3,6154324468,6154324468,0,0,,,,,,,,,
353.png,COL_1,8981635731,8981635731,0,0,,,,,,,,,
353.png,COL_2,1400730824,1400730824,0,0,,,,,,,,,
353.png,COL_3,6058567993,6058567993,0,0,,,,,,,,,
base64decoded - 2026-01-21T153846.267.png,COL_1,9880466597,9880466597,0,0,,,,,,,,,
base64decoded - 2026-01-21T153846.267.png,COL_2,3401321855,3401321855,0,0,,,,,,,,,
base64decoded - 2026-01-21T153846.267.png,COL_3,6059167841,6059167841,0,0,,,,,,,,,
222.png,COL_1,2472800559,2472800559,0,0,,,,,,,,,
222.png,COL_2,8110290740,8110290740,0,0,,,,,,,,,
222.png,COL_3,7131925521,7131925521,0,0,,,,,,,,,
259.png,COL_1,4745284141,4745284141,0,0,,,,,,,,,
259.png,COL_2,8011791471,8011791471,0,0,,,,,,,,,
259.png,COL_3,9157780419,9157780419,0,0,,,,,,,,,
29.png,COL_1,0981454187,0981454187,0,0,,,,,,,,,
29.png,COL_2,4611191878,4611191878,0,0,,,,,,,,,
29.png,COL_3,5177206054,5177206054,0,0,,,,,,,,,
base64decoded - 2026-01-21T152347.236.png,COL_1,2058099668,2058099668,0,0,,,,,,,,,
base64decoded - 2026-01-21T152347.236.png,COL_2,2016966542,2016966542,0,0,,,,,,,,,
base64decoded - 2026-01-21T152347.236.png,COL_3,6182055610,6182055610,0,0,,,,,,,,,
base64decoded - 2026-01-21T161406.178.jpeg,COL_1,2582317728,2582317728,0,0,,,,,,,,,
base64decoded - 2026-01-21T161406.178.jpeg,COL_2,0465650814,0465650814,0,0,,,,,,,,,
base64decoded - 2026-01-21T161406.178.jpeg,COL_3,6650562931,6650562931,0,0,,,,,,,,,
base64decoded - 2026-01-21T164518.946.jfif,COL_1,6850339655,6850339655,0,0,,,,,,,,,
base64decoded - 2026-01-21T164518.946.jfif,COL_2,7108966572,7108966572,0,0,,,,,,,,,
base64decoded - 2026-01-21T164518.946.jfif,COL_3,9085076433,9085076433,0,0,,,,,,,,,
base64decoded - 2026-01-21T161645.501.png,COL_1,4032196957,4032196957,0,0,,,,,,,,,
base64decoded - 2026-01-21T161645.501.png,COL_2,7103723353,7103723353,0,0,,,,,,,,,
base64decoded - 2026-01-21T161645.501.png,COL_3,0059344055,0059344055,0,0,,,,,,,,,
24.jpg,COL_1,0845927464,0845927464,0,0,,,,,,,,,
24.jpg,COL_2,5414594848,5414594848,0,0,,,,,,,,,
24.jpg,COL_3,6181660792,6181660792,0,0,,,,,,,,,
43.jpeg,COL_1,7654083156,7654083156,0,0,,,,,,,,,
43.jpeg,COL_2,4041761558,4041761558,0,0,,,,,,,,,
43.jpeg,COL_3,6476256362,6476256362,0,0,,,,,,,,,
192.png,COL_1,4252730156,4252730156,0,0,,,,,,,,,
192.png,COL_2,6011391540,6011391540,0,0,,,,,,,,,
192.png,COL_3,6151750777,6151750777,0,0,,,,,,,,,
base64decoded - 2026-01-21T163553.841.png,COL_1,9365332155,9365332155,0,0,,,,,,,,,
base64decoded - 2026-01-21T163553.841.png,COL_2,4611791846,4611791846,0,0,,,,,,,,,
base64decoded - 2026-01-21T163553.841.png,COL_3,3171203499,3171203499,0,0,,,,,,,,,
116.jfif,COL_1,0938797550,,1,1,,,,,,,,,
116.jfif,COL_2,8114204368,,1,1,,,,,,,,,
116.jfif,COL_3,0184640912,0184640912,0,0,,,,,,,,,
51.png,COL_1,6854725050,6854725050,0,0,,,,,,,,,
51.png,COL_2,7000730520,,1,1,,,,,,,,,
51.png,COL_3,6058550641,6058550641,0,0,,,,,,,,,
base64decoded (28).png,COL_1,0774369806,0774369806,0,0,,,,,,,,,
base64decoded (28).png,COL_2,0100260773,0100260773,0,0,,,,,,,,,
base64decoded (28).png,COL_3,0045823666,0045823666,0,0,,,,,,,,,
272.png,COL_1,4631054541,4631054541,0,0,,,,,,,,,
272.png,COL_2,7011891377,7011891377,0,0,,,,,,,,,
272.png,COL_3,2177299911,2177299911,0,0,,,,,,,,,
base64decoded (85).png,COL_1,0644977583,0644977583,0,0,,,,,,,,,
base64decoded (85).png,COL_2,1011501465,1011501465,0,0,,,,,,,,,
base64decoded (85).png,COL_3,3154785505,3154785505,0,0,,,,,,,,,
330.png,COL_1,0655707513,,1,1,,,,,,,,,
330.png,COL_2,7010300566,,1,1,,,,,,,,,
330.png,COL_3,2154557901,2154557901,0,0,,,,,,,,,
304.png,COL_1,6885702188,6885702188,0,0,,,,,,,,,
304.png,COL_2,3631001891,3631001891,0,0,,,,,,,,,
304.png,COL_3,3353700179,3353700179,0,0,,,,,,,,,
349.png,COL_1,4559594818,4559594818,0,0,,,,,,,,,
349.png,COL_2,7314694574,,1,1,,,,,,,,,
349.png,COL_3,8187630682,,1,1,,,,,,,,,
248.png,COL_1,7388877791,7388877791,0,0,,,,,,,,,
248.png,COL_2,6411701866,6411701866,0,0,,,,,,,,,
248.png,COL_3,6674267558,6674267558,0,0,,,,,,,,,
base64decoded (65).png,COL_1,8149420104,8149420104,0,0,,,,,,,,,
base64decoded (65).png,COL_2,2011591441,2011591441,0,0,,,,,,,,,
base64decoded (65).png,COL_3,8151188589,,1,1,,,,,,,,,
159.png,COL_1,6850753198,6850753198,0,0,,,,,,,,,
159.png,COL_2,2141761551,2141761551,0,0,,,,,,,,,
159.png,COL_3,9476217378,9476217378,0,0,,,,,,,,,
47.png,COL_1,1471654178,1471654178,0,0,,,,,,,,,
47.png,COL_2,8111491779,8111491779,0,0,,,,,,,,,
47.png,COL_3,7157721889,7157721889,0,0,,,,,,,,,
258.png,COL_1,2355012433,2355012433,0,0,,,,,,,,,
258.png,COL_2,0131601591,0131601591,0,0,,,,,,,,,
258.png,COL_3,9373271800,9373271800,0,0,,,,,,,,,
base64decoded (79).png,COL_1,3341540886,3341540886,0,0,,,,,,,,,
base64decoded (79).png,COL_2,4014594448,4014594448,0,0,,,,,,,,,
base64decoded (79).png,COL_3,3181686781,3181686781,0,0,,,,,,,,,
base64decoded - 2026-01-21T161526.077.jpeg,COL_1,9751154818,9751154818,0,0,,,,,,,,,
